,tokens,text
34794,rt @cdinewyork this awesome video by @mcndhs student win nd place in the @empowersolar competition for promote solar energy hyperlink,RT @CDInewyork: This awesome video by @MCNDHS students won 2nd place in The @EmPowerSolar Competition for promoting solar energy! http://t.
34795,@cdinewyork thanks for share @mcndhs team do a great job we really enjoy their video they also earn % on the stem component,".@CDInewyork, thanks for sharing! @MCNDHS team did a great job! We really enjoyed their video. They also earned 100% on the STEM component."
34851,the iea have report that solar be likely to become the dominant source of electricity globally by hyperlink,The IEA has reported that solar is likely to become the dominant source of electricity globally by 2050: http://t.co/SzPx8LIsNu
34859,would you look at this gorgeous installation in los angeles congratulation to the xia family welcome to the fidelity family,Would you look at this gorgeous installation in Los Angeles! Congratulations to the Xia family! Welcome to the Fidelity Family!
34870,in a watershed deal securitization come to commercial efficiency hyperlink solar finance be mature ct,"In a Watershed Deal, Securitization Comes to Commercial Efficiency http://t.co/PdpAXJBhkf #Solar finance is maturing. #CT"
34881,the icomfort wi fi send us alert if your system need service or maintenance make your life easy hyperlink,"The iComfort Wi-Fi sends us alerts if your system needs service or maintenance, making your life easier! http://t.co/VZ3j19Qelb"
34889,help reduce the soft cost of instal solar pv be a crucial step in make a community hospitable to hyperlink,Helping reduce the soft costs of installing solar PV is a crucial step in making a community hospitable to... http://t.co/o3izlY1dn5
34927,huffpostgreen detail just how globally beneficial solar power have become and we agree gosolar gcisolar hyperlink,"#huffpostgreen details just how globally beneficial solar power has become, and we agree. #gosolar #gcisolar http://t.co/AttWfGArFT"
34933,lead cleanenergy expert at @iea predict that solar could become the dominant global energy source by hyperlink,Leading #CleanEnergy experts at @IEA predict that #solar could become the dominant global energy source by 2050! http://t.co/R8ZvIx6Deq
34947,usermention mike thanks but please remember that rec solar be now exclusively focus on commercial utility re div now own by sunrun,"@mike_azucena Mike, thanks, but please remember that REC Solar is now exclusively focused on commercial/utility. Res div now owned by Sunrun"
34963,fukushima japan rebuild community with solar commit to percent renewable energy by hyperlink,"Fukushima, Japan Rebuilding Communities with Solar, Commits to 100 Percent Renewable Energy by 2040 http://t.co/MNYpFxMyS0"
34964,why own your own solar power plant may not be crazy hyperlink back in the 's no one think they would own a computer,"Why owning your own solar power plant might not be crazy http://t.co/ekE3EdcYLp  Back in the 70's, no one thought they'd own a computer..."
34966,it ' a bright future solar energy likely to become dominant source of energy across the world by accord to the intl energy agency,"It's a bright future: solar energy likely to become dominant source of energy across the world by 2050, according to the Intl Energy Agency."
34974,usermention hi mike thank you for the feedback i have pass along your comment to the team,"@mike_azucena Hi Mike, thank you for the feedback. I've passed along your comments to the team."
34982,why own your own solar power plant may not be crazy hyperlink back in the 's no one think they would own a computer,"Why owning your own solar power plant might not be crazy http://t.co/WIRysnnY3s Back in the 70's, no one thought they'd own a computer..."
35003,rt @rainarusso solarchat er on datetime st become a part of the putsolaronit solar revolution sweep the country hyperlink,RT @RainaRusso: #SolarChat-ers On June 21st become a part of the #PutSolarOnIt solar revolution sweeping the country: http://t.co/vI8MXXUGC
35009,rt @worldsolarnew community college answer obama 's call to build a skilled solar workforce earlier this month president barac hyperlink,"RT @worldsolarnews: Community Colleges Answer Obama's Call To Build A Skilled Solar Workforce: Earlier this month, President Barac... http:"
35011,we have a big announcement come tomorrow and here ' a hint it involve one of our favorite portmanteau and no it ' not kimye,"We have a big announcement coming tomorrow, and here's a hint: it involves one of our favorite portmanteaus (and no, it's not KimYe)..."
35012,we join the public utility commission governor abercrombie and our state legislator in call on heco to hyperlink,"We join the Public Utilities Commission, Governor Abercrombie and our State Legislators in calling on HECO to... http://t.co/0cHAcnpJkl"
35015,look at this fantastic solar installation in san diego welcome to the dasilva family we can not wait to hear hyperlink,Look at this fantastic #solar installation in San Diego! Welcome to the DaSilva family! WE can't wait to hear... http://t.co/BIejOHHwW4
35025,can solar compete in retail energy choice market greentech medium hyperlink answer yes,Can Solar Compete in Retail Energy Choice Markets? : Greentech Media http://t.co/ywO4zWlXqW Answer:  Yes.
35029,two communitysolar array be be build in golden statename @xcelenergy customer in jeffco can now own solar hyperlink,"Two #CommunitySolar arrays are being built in #Golden, #Colorado. @XcelEnergy customers in Jeffco can now own #solar. http://t.co/t281D82xDG"
35036,rt @paulsolarelec kw ground mount solar array complete and ready for sma sb tl datetime immersun solar electric ireland hyperlink,RT @Paulsolarelec: 6KW ground mount #Solar array completed and ready for #SMA SB5000TL tomorrow #Immersun #Solar Electric Ireland http://t.
35041,awesome question come in for our woman in solar webinar about construction career stay tune for where to watch archived conversation,Awesome questions coming in for our Women in Solar webinar about construction careers! Stay tuned for where to watch archived conversation
35048,welcome to the mcleod family in san diego congrats on your decision to go solar,Welcome to the McLeod Family in San Diego! Congrats on your decision to Go #Solar!
35075,we love this in sweden a new program be give bike to commuter who promise to drive less hyperlink,"We love this! In Sweden, a new program is giving  bikes to commuters who promise to drive less. http://t.co/VZmgRvgttC"
35091,rt @woman solar % of new electric generating capacity in the us in q come from solar hyperlink solarchat putsolaro,RT @Women4Solar: 74% of NEW electric generating capacity in the US in Q1 2014 came from SOLAR: http://t.co/PmhCIDKxtq #SolarChat #PutSolarO
35097,rt @solarindustry residential pv install exceed commercial for first time in q ' hyperlink solar,RT @SolarIndustry: Residential PV installs exceed commercial for first time in Q1'14 - http://t.co/5PpxcgiCUH #solar
35101,rt @rescuechocolate rt @bcorporation welcome to some new bcorps @amavidacoffee @clean solar @kulikulibar @link feed @organikseo @rescue,RT @rescuechocolate: RT @BCorporation: Welcome to some new #BCorps! @amavidacoffee @Clean_Solar @KuliKuliBar @link2feed @OrganikSEO @rescue
35102,rt @metgroup welcome to the new bay area b corp @clean solar and @kulikulibar here ' to more who bthechange,RT @metgroup: Welcome to the new Bay Area B Corps @Clean_Solar and @KuliKuliBar! Here's to more who #BTheChange
35110,a pv market first residential solar in the us beat commercial installation hyperlink,A PV Market First: Residential Solar in the US Beats Commercial Installations http://t.co/hBQGGFOr8B
35114,rt @wefficiency $ k light improvement can save $ k yr $ k over yr for non profit to better serve our community hyperlink,RT @wefficiency: $12-14k lighting improvements can save +$4k/yr! $80k over 20 yrs for non profits to better serve our community! http://t.c
35128,rt @pvsolarreport residential solar beat commercial in a big quarter for u s solar power hyperlink,RT @PVSolarReport: Residential #solar beats commercial in a big quarter for U.S. solar power http://t.co/9WBWExW8yI
35136,check out this interactive site america support solar and become part of the movement gosolar solar hyperlink,"Check out this interactive site ""America Supports Solar"" and become part of the movement! #GoSolar #Solar http://t.co/19eGRsdtvp"
35148,rt @markangie finally find a solar company that can work with big island resident vivintsolar we love be here,"RT @markangie: ""Finally found a solar company that can work with Big Island residents #VivintSolar!"" We love being here!"
35162,rt @sierraclub % of all new electricity generation in the u s come from solar in the first quarter of hyperlink vi,RT @sierraclub: 74% of all new electricity generation in the U.S. came from #solar in the first quarter of 2014: http://t.co/AkDfy4vdnn (vi
